PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33927110","Supplemental O 2 During Recovery Does Not Improve Repeated Maximal Concentric-Eccentric Strength-Endurance Performance in Hypoxia","Dünnwald T, Morawetz D, Faulhaber M, Gatterer H, Birklbauer C, Koller A, Weiss G, Schobersberger W.","J Strength Cond Res. 2022 Nov 1;36(11):3065-3073. doi: 10.1519/JSC.0000000000004045. Epub 2021 Apr 27.","Dünnwald T","J Strength Cond Res","2022","2021/04/30","","","10.1519/JSC.0000000000004045"
"33298711","Traditional 3- to 5-Minute Interset Rest Periods May Not Be Necessary When Performing Fewer Repetitions Per Set: Using Clean Pulls as an Example","Jukic I, Tufano JJ.","J Strength Cond Res. 2022 Nov 1;36(11):3015-3022. doi: 10.1519/JSC.0000000000003908. Epub 2020 Dec 4.","Jukic I","J Strength Cond Res","2022","2020/12/10","","","10.1519/JSC.0000000000003908"
"32460639","The effect of targeted resistance training on bench press performance and the alternation of prime mover muscle activation patterns","Stronska K, Golas A, Wilk M, Zajac A, Maszczyk A, Stastny P.","Sports Biomech. 2022 Nov;21(10):1262-1276. doi: 10.1080/14763141.2020.1752790. Epub 2020 May 28.","Stronska K","Sports Biomech","2022","2020/05/29","","","10.1080/14763141.2020.1752790"
"32336207","Comparison of load-velocity relationships in two bench press variations: weight stack machine vs Smith machine","Rodiles-Guerrero L, Pareja-Blanco F, León-Prados JA.","Sports Biomech. 2022 Nov;21(10):1147-1159. doi: 10.1080/14763141.2020.1735499. Epub 2020 Apr 27.","Rodiles-Guerrero L","Sports Biomech","2022","2020/04/28","","","10.1080/14763141.2020.1735499"
"36361121","Comparison of Kinematics and Electromyographic Activity in the Last Repetition during Different Repetition Maximums in the Bench Press Exercise","Larsen S, Haugen M, van den Tillaar R.","Int J Environ Res Public Health. 2022 Oct 31;19(21):14238. doi: 10.3390/ijerph192114238.","Larsen S","Int J Environ Res Public Health","2022","2022/11/11","","","10.3390/ijerph192114238"
"36355819","Acute, Non-Specific Low Back Pain Does Not Impair Isometric Deadlift Force or Electromyographic Excitation: A Cross-Sectional Study","Stock MS, Bodden ME, Bloch JM, Starnes KL, Rodriguez G, Girts RM.","Sports (Basel). 2022 Oct 31;10(11):168. doi: 10.3390/sports10110168.","Stock MS","Sports (Basel)","2022","2022/11/10","","","10.3390/sports10110168"
"36314560","The effects of power exercises on body structure and function, activity and participation in children with cerebral palsy: an ICF-based systematic review","Kara OK, Gursen C, Cetin SY, Tascioglu EN, Muftuoglu S, Damiano DL.","Disabil Rehabil. 2022 Oct 31:1-14. doi: 10.1080/09638288.2022.2138575. Online ahead of print.","Kara OK","Disabil Rehabil","2022","2022/10/31","","","10.1080/09638288.2022.2138575"
"36314122","A Randomized, Controlled Trial of Resistance Training Added to Caloric Restriction Plus Aerobic Exercise Training in Obese Heart Failure with Preserved Ejection Fraction","Brubaker PH, Nicklas BJ, Houston DK, Hundley WG, Chen H, Molina MAJA, Lyles WM, Nelson B, Upadhya B, Newland R, Kitzman DW.","Circ Heart Fail. 2022 Oct 31. doi: 10.1161/CIRCHEARTFAILURE.122.010161. Online ahead of print.","Brubaker PH","Circ Heart Fail","2022","2022/10/31","","","10.1161/CIRCHEARTFAILURE.122.010161"
"36358295","Variations in Accumulated-Training Load Parameters and Locomotor Demand with Consideration of Puberty in Elite Young Soccer Players","Nobari H, Shemshaki HK, Kamiş O, Oliveira R, González PP, Mainer-Pardos E.","Biology (Basel). 2022 Oct 30;11(11):1594. doi: 10.3390/biology11111594.","Nobari H","Biology (Basel)","2022","2022/11/11","","","10.3390/biology11111594"
"36355124","Metabolomic Response throughout 16 Weeks of Combined Aerobic and Resistance Exercise Training in Older Women with Metabolic Syndrome","Sardeli AV, Castro A, Gadelha VB, Santos WMD, Lord JM, Cavaglieri CR, Chacon-Mikahil MPT.","Metabolites. 2022 Oct 30;12(11):1041. doi: 10.3390/metabo12111041.","Sardeli AV","Metabolites","2022","2022/11/10","","","10.3390/metabo12111041"
"36309913","Effects of Inspiratory Muscle Training on Clinical Predictors of Respiratory Muscle Strength and Lung Function in Burned Patients with Inhalation Injury","El-Sayed Attalla AF, Ahmed KT, Abd El Monem M.","J Burn Care Res. 2022 Oct 30:irac163. doi: 10.1093/jbcr/irac163. Online ahead of print.","El-Sayed Attalla AF","J Burn Care Res","2022","2022/10/30","","","10.1093/jbcr/irac163"
"33825899","Training Strategies Maintain Performance Characteristics in Marines Selected for Marine Forces Special Operations Individualized Training Course","Royer SD, Poploski KM, Ross JA, Heebner NR, Abt JP, Sheppard RL, Winters JD.","Mil Med. 2022 Oct 29;187(11-12):e1271-e1277. doi: 10.1093/milmed/usab124.","Royer SD","Mil Med","2022","2021/04/07","","","10.1093/milmed/usab124"
"36307745","Manipulating the Resistance Training Volume in Middle-Aged and Older Adults: A Systematic Review with Meta-Analysis of the Effects on Muscle Strength and Size, Muscle Quality, and Functional Capacity","Marques DL, Neiva HP, Marinho DA, Marques MC.","Sports Med. 2022 Oct 28. doi: 10.1007/s40279-022-01769-x. Online ahead of print.","Marques DL","Sports Med","2022","2022/10/28","","","10.1007/s40279-022-01769-x"
"36306171","The effect of progressive resistance exercise on knee muscle strength and function in participants with persistent hamstring deficit following ACL reconstruction - a randomized controlled trial","Bregenhof B, Aagaard P, Nissen N, Creaby MW, Thorlund JB, Jensen C, Torfing T, Holsgaard-Larsen A.","J Orthop Sports Phys Ther. 2022 Oct 28:1-33. doi: 10.2519/jospt.2022.11360. Online ahead of print.","Bregenhof B","J Orthop Sports Phys Ther","2022","2022/10/28","","","10.2519/jospt.2022.11360"
"36301878","Load-velocity relationships and predicted maximal strength: A systematic review of the validity and reliability of current methods","Marston KJ, Forrest MRL, Teo SYM, Mansfield SK, Peiffer JJ, Scott BR.","PLoS One. 2022 Oct 27;17(10):e0267937. doi: 10.1371/journal.pone.0267937. eCollection 2022.","Marston KJ","PLoS One","2022","2022/10/27","PMC9612483","","10.1371/journal.pone.0267937"
"36360775","Remote, Whole-Body Interval Training Improves Muscular Endurance and Cardiac Autonomic Control in Young Adults","García-Suárez PC, Canton-Martínez E, Rentería I, Moura Antunes B, Machado-Parra JP, Aburto-Corona JA, Gómez-Miranda LM, Jiménez-Maldonado A.","Int J Environ Res Public Health. 2022 Oct 26;19(21):13897. doi: 10.3390/ijerph192113897.","García-Suárez PC","Int J Environ Res Public Health","2022","2022/11/11","","","10.3390/ijerph192113897"
"36285720","Virtual cardiac fitness training in pediatric heart transplant patients: A pilot study","Ziebell D, Stark M, Xiang Y, Mckane M, Mao C.","Pediatr Transplant. 2022 Oct 26:e14419. doi: 10.1111/petr.14419. Online ahead of print.","Ziebell D","Pediatr Transplant","2022","2022/10/26","","","10.1111/petr.14419"
"36283985","Predictors of women's attendance in a home-based adapted physical activity program during localized breast cancer treatment","Deveautour-Roy E, Tubiana-Mathieu N, Léobon S, Vincent F, Venat L, Sombardier T, Deluche E, Mandigout S.","Support Care Cancer. 2022 Oct 26. doi: 10.1007/s00520-022-07417-4. Online ahead of print.","Deveautour-Roy E","Support Care Cancer","2022","2022/10/25","","","10.1007/s00520-022-07417-4"
"36334406","Non-uniform excitation of pectoralis major induced by changes in bench press inclination leads to uneven variations in the cross-sectional area measured by panoramic ultrasonography","Albarello JCDS, Cabral HV, Leitão BFM, Halmenschlager GH, Lulic-Kuryllo T, Matta TTD.","J Electromyogr Kinesiol. 2022 Oct 25;67:102722. doi: 10.1016/j.jelekin.2022.102722. Online ahead of print.","Albarello JCDS","J Electromyogr Kinesiol","2022","2022/11/05","","","10.1016/j.jelekin.2022.102722"
"36284024","No effect of repeated post-resistance exercise cold or hot water immersion on in-season body composition and performance responses in academy rugby players: a randomised controlled cross-over design","Horgan BG, Halson SL, Drinkwater EJ, West NP, Tee N, Alcock RD, Chapman DW, Haff GG.","Eur J Appl Physiol. 2022 Oct 25. doi: 10.1007/s00421-022-05075-2. Online ahead of print.","Horgan BG","Eur J Appl Physiol","2022","2022/10/25","","","10.1007/s00421-022-05075-2"
"36283059","Resistance training for postmenopausal women: systematic review and meta-analysis","Sá KMM, da Silva GR, Martins UK, Colovati MES, Crizol GR, Riera R, Pacheco RL, Martimbianco ALC.","Menopause. 2022 Oct 25. doi: 10.1097/GME.0000000000002079. Online ahead of print.","Sá KMM","Menopause","2022","2022/10/25","","","10.1097/GME.0000000000002079"
"36280657","Regulatory Mechanisms of Muscle Mass: The Critical Role of Resistance Training in Children and Adolescent","Castelli F, Valero-Breton M, Hernandez M, Guarda F, Cornejo J, Cabello-Verrugio C, Cabrera D.","Adv Exp Med Biol. 2022 Oct 25. doi: 10.1007/5584_2022_743. Online ahead of print.","Castelli F","Adv Exp Med Biol","2022","2022/10/24","","","10.1007/5584_2022_743"
"36360629","Acute Effects of Whole-Body Electromyostimulation during a Single Maximal Strength Training Session","Fernández-Elías VE, Tobía D, Recarey A, Fernández Á, Clemente-Suárez VJ, Burgos-Postigo S.","Int J Environ Res Public Health. 2022 Oct 22;19(21):13753. doi: 10.3390/ijerph192113753.","Fernández-Elías VE","Int J Environ Res Public Health","2022","2022/11/11","","","10.3390/ijerph192113753"
"36360619","Assessment of the Speed and Power of Push-Ups Performed on Surfaces with Different Degrees of Instability","Marquina Nieto M, Rivilla-García J, de la Rubia A, Lorenzo-Calvo J.","Int J Environ Res Public Health. 2022 Oct 22;19(21):13739. doi: 10.3390/ijerph192113739.","Marquina Nieto M","Int J Environ Res Public Health","2022","2022/11/11","","","10.3390/ijerph192113739"
"36360332","Mechanical and Morphological Changes of the Plantar Flexor Musculotendinous Unit in Children with Unilateral Cerebral Palsy Following 12 Weeks of Plyometric Exercise: A Randomized Controlled Trial","Elnaggar RK, Alghamdi MS, Alenazi AM, Alghadier M, Mahmoud MZ, Elsayed AEA, Hassan IAM, Abonour AA.","Children (Basel). 2022 Oct 22;9(11):1604. doi: 10.3390/children9111604.","Elnaggar RK","Children (Basel)","2022","2022/11/11","","","10.3390/children9111604"
"36273245","Impact of maximal strength training on countermovement jump phase characteristics in athletes with cerebral palsy","Fleeton JRM, Sanders RH, Fornusek C.","J Sports Sci. 2022 Oct 22:1-10. doi: 10.1080/02640414.2022.2137303. Online ahead of print.","Fleeton JRM","J Sports Sci","2022","2022/10/23","","","10.1080/02640414.2022.2137303"
"36273064","Seeing Effort: Assessing Coaches' Prediction of the Number of Repetitions in Reserve Before Task-Failure","Emanuel A, Har-Nir I, Obolski U, Halperin I.","Sports Med Open. 2022 Oct 22;8(1):132. doi: 10.1186/s40798-022-00526-8.","Emanuel A","Sports Med Open","2022","2022/10/22","PMC9588140","","10.1186/s40798-022-00526-8"
"36338477","Whole body vibration for chronic patellar tendinopathy: A randomized equivalence trial","Rieder F, Wiesinger HP, Herfert J, Lampl K, Hecht S, Niebauer J, Maffulli N, Kösters A, Müller E, Seynnes OR.","Front Physiol. 2022 Oct 21;13:1017931. doi: 10.3389/fphys.2022.1017931. eCollection 2022.","Rieder F","Front Physiol","2022","2022/11/07","PMC9633993","","10.3389/fphys.2022.1017931"
"36294273","Effects of Aging and Fitness on Hopping Biomechanics","Sanchez-Trigo H, Zange J, Sies W, Böcker J, Sañudo B, Rittweger J.","Int J Environ Res Public Health. 2022 Oct 21;19(20):13696. doi: 10.3390/ijerph192013696.","Sanchez-Trigo H","Int J Environ Res Public Health","2022","2022/10/27","PMC9603534","","10.3390/ijerph192013696"
"36269123","The chronic effects of eccentric exercise interventions in different populations: an umbrella review","Križaj L, Kozinc Ž, Löfler S, Šarabon N.","Eur J Transl Myol. 2022 Oct 21. doi: 10.4081/ejtm.2022.10876. Online ahead of print.","Križaj L","Eur J Transl Myol","2022","2022/10/21","","","10.4081/ejtm.2022.10876"
"36289902","Differences in the Pro/Antioxidative Status and Cellular Stress Response in Elderly Women after 6 Weeks of Exercise Training Supported by 1000 mg of Vitamin C Supplementation","Żychowska M, Sadowska-Krępa E, Damiani E, Tiano L, Ziemann E, Nowak-Zaleska A, Lipińska P, Piotrowska A, Czerwińska-Ledwig O, Pilch W, Antosiewicz J.","Biomedicines. 2022 Oct 20;10(10):2641. doi: 10.3390/biomedicines10102641.","Żychowska M","Biomedicines","2022","2022/10/27","PMC9599586","","10.3390/biomedicines10102641"
"36121338","Influence of Manual Diaphragm Release Technique Combined with Inspiratory Muscle Training on Selected Persistent Symptoms in Men with Post-Covid-19 Syndrome: A Randomized Controlled Trial","Nagy EN, Elimy DA, Ali AY, Ezzelregal HG, Elsayed MM.","J Rehabil Med. 2022 Oct 20;54:jrm00330. doi: 10.2340/jrm.v54.3972.","Nagy EN","J Rehabil Med","2022","2022/09/19","","","10.2340/jrm.v54.3972"
"36294056","Influence of Loads and Loading Position on the Muscle Activity of the Trunk and Lower Extremity during Squat Exercise","Park JH, Lee SJ, Shin HJ, Cho HY.","Int J Environ Res Public Health. 2022 Oct 18;19(20):13480. doi: 10.3390/ijerph192013480.","Park JH","Int J Environ Res Public Health","2022","2022/10/27","PMC9602963","","10.3390/ijerph192013480"
"36292491","Benefits of Cardio-Pulmonary Rehabilitation in Moderate to Severe Forms of COVID-19 Infection","Douin C, Forton K, Lamotte M, Gillet A, Van de Borne P.","Healthcare (Basel). 2022 Oct 17;10(10):2044. doi: 10.3390/healthcare10102044.","Douin C","Healthcare (Basel)","2022","2022/10/27","PMC9602331","","10.3390/healthcare10102044"
"36293914","Pilates and Cognitive Stimulation in Dual Task an Intervention Protocol to Improve Functional Abilities and Minimize the Rate of Age-Related Cognitive Decline in Postmenopausal Women","da Silva DJF, Torres JL, Ericeira LP, Jardim NYV, da Costa VO, Carvalho JPR, Corrêa PGR, Bento-Torres J, Picanço-Diniz CW, Bento-Torres NVO.","Int J Environ Res Public Health. 2022 Oct 16;19(20):13333. doi: 10.3390/ijerph192013333.","da Silva DJF","Int J Environ Res Public Health","2022","2022/10/27","PMC9603464","","10.3390/ijerph192013333"
"36250505","One-year aerobic exercise increases cerebral blood flow in cognitively normal older adults","Tomoto T, Verma A, Kostroske K, Tarumi T, Patel NR, Pasha EP, Riley J, Tinajero CD, Hynan LS, Rodrigue KM, Kennedy KM, Park DC, Zhang R.","J Cereb Blood Flow Metab. 2022 Oct 16:271678X221133861. doi: 10.1177/0271678X221133861. Online ahead of print.","Tomoto T","J Cereb Blood Flow Metab","2022","2022/10/17","","","10.1177/0271678X221133861"
"36293881","Virtual Reality and Exercise Training Enhance Brain, Cognitive, and Physical Health in Older Adults with Mild Cognitive Impairment","Yang JG, Thapa N, Park HJ, Bae S, Park KW, Park JH, Park H.","Int J Environ Res Public Health. 2022 Oct 15;19(20):13300. doi: 10.3390/ijerph192013300.","Yang JG","Int J Environ Res Public Health","2022","2022/10/27","PMC9602597","","10.3390/ijerph192013300"
"36291499","Paretic-Limb-Only Plyometric Training Outperforms Volume-Matched Double-Limb Training for Ameliorating Balance Capability and Gait Symmetry in Adolescents with Unilateral Cerebral Palsy: A Comparative Study","Elnaggar RK, Diab RH, Abonour AA, Alsubaie SF, Alrawaili SM, Alghadier M, Mohamed EH, Abd-Elmonem AM.","Children (Basel). 2022 Oct 15;9(10):1563. doi: 10.3390/children9101563.","Elnaggar RK","Children (Basel)","2022","2022/10/27","PMC9600218","","10.3390/children9101563"
"35905806","Can strength training modify voluntary activation, contractile properties and spasticity in Multiple Sclerosis?: A randomized controlled trial","Andreu-Caravaca L, Ramos-Campo DJ, Chung LH, Rubio-Arias JÁ.","Physiol Behav. 2022 Oct 15;255:113932. doi: 10.1016/j.physbeh.2022.113932. Epub 2022 Jul 27.","Andreu-Caravaca L","Physiol Behav","2022","2022/07/29","","","10.1016/j.physbeh.2022.113932"
"35872038","Deceptive intensities: An exploratory strategy for overcoming early central fatigue in resistance training","Gorzi A, Rezapour N, Jabbari S, Youzbashi L, Salehi J, Gahreman D, Krause Neto W.","Physiol Behav. 2022 Oct 15;255:113921. doi: 10.1016/j.physbeh.2022.113921. Epub 2022 Jul 21.","Gorzi A","Physiol Behav","2022","2022/07/25","","","10.1016/j.physbeh.2022.113921"
"36312128","Resistance Training Combined With Cognitive Training Increases Brain Derived Neurotrophic Factor and Improves Cognitive Function in Healthy Older Adults","Castaño LAA, Castillo de Lima V, Barbieri JF, de Lucena EGP, Gáspari AF, Arai H, Teixeira CVL, Coelho-Júnior HJ, Uchida MC.","Front Psychol. 2022 Oct 14;13:870561. doi: 10.3389/fpsyg.2022.870561. eCollection 2022.","Castaño LAA","Front Psychol","2022","2022/10/31","PMC9613948","","10.3389/fpsyg.2022.870561"
"36293867","The Effect of the KDL Active School Plan on Children and Adolescents' Physical Fitness in China","Tong T, Wang X, Zhai F, Li X.","Int J Environ Res Public Health. 2022 Oct 14;19(20):13286. doi: 10.3390/ijerph192013286.","Tong T","Int J Environ Res Public Health","2022","2022/10/27","PMC9603553","","10.3390/ijerph192013286"
"36293831","Using Long-Duration Static Stretch Training to Counteract Strength and Flexibility Deficits in Moderately Trained Participants","Warneke K, Lohmann LH, Keiner M, Wagner CM, Schmidt T, Wirth K, Zech A, Schiemann S, Behm D.","Int J Environ Res Public Health. 2022 Oct 14;19(20):13254. doi: 10.3390/ijerph192013254.","Warneke K","Int J Environ Res Public Health","2022","2022/10/27","PMC9603712","","10.3390/ijerph192013254"
