PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"2935670","[Experience in setting up individual physical training programs in the rehabilitation of ischemic heart disease patients at a cardiology sanatorium]","Kliachkin LM, Golunova AG.","Kardiologiia. 1985 Nov;25(11):79-82.","Kliachkin LM","Kardiologiia","1985","1985/11/01","","",""
"4066574","Incompatibility of endurance- and strength-training modes of exercise","Dudley GA, Djamil R.","J Appl Physiol (1985). 1985 Nov;59(5):1446-51. doi: 10.1152/jappl.1985.59.5.1446.","Dudley GA","J Appl Physiol (1985)","1985","1985/11/01","","","10.1152/jappl.1985.59.5.1446"
"2934365","Early increases in coronary vascular reserve in exercised rats are independent of cardiac hypertrophy","Buttrick PM, Levite HA, Schaible TF, Ciambrone G, Scheuer J.","J Appl Physiol (1985). 1985 Dec;59(6):1861-5. doi: 10.1152/jappl.1985.59.6.1861.","Buttrick PM","J Appl Physiol (1985)","1985","1985/12/01","","","10.1152/jappl.1985.59.6.1861"
"3877552","Cardiovascular adaptations to exercise and training","Evans DL.","Vet Clin North Am Equine Pract. 1985 Dec;1(3):513-31. doi: 10.1016/s0749-0739(17)30748-4.","Evans DL","Vet Clin North Am Equine Pract","1985","1985/12/01","","","10.1016/s0749-0739(17)30748-4"
"4080515","The effects of two forms of isometric training on the mechanical properties of the triceps surae in man","Young K, McDonagh MJ, Davies CT.","Pflugers Arch. 1985 Dec;405(4):384-8. doi: 10.1007/BF00595692.","Young K","Pflugers Arch","1985","1985/12/01","","","10.1007/BF00595692"
"2947562","Significance of physical exercise in hypertension. Influence of water temperature and beta-blockade on blood pressure, degree of cardiac hypertrophy and cardiac function in swimming training of spontaneously hypertensive rats","Vogt M, Ott B, Rupp H, Jacob R.","Basic Res Cardiol. 1986;81 Suppl 1:157-69. doi: 10.1007/978-3-662-11374-5_16.","Vogt M","Basic Res Cardiol","1986","1986/01/01","","","10.1007/978-3-662-11374-5_16"
"3522140","Physical training and insulin sensitivity","Koivisto VA, Yki-Järvinen H, DeFronzo RA.","Diabetes Metab Rev. 1986;1(4):445-81. doi: 10.1002/dmr.5610010407.","Koivisto VA","Diabetes Metab Rev","1986","1986/01/01","","","10.1002/dmr.5610010407"
"3525187","Cardiovascular adaptation to exercise at high altitude","Grover RF, Weil JV, Reeves JT.","Exerc Sport Sci Rev. 1986;14:269-302.","Grover RF","Exerc Sport Sci Rev","1986","1986/01/01","","",""
"3535411","Physical activity and muscle training in the elderly","Grimby G.","Acta Med Scand Suppl. 1986;711:233-7. doi: 10.1111/j.0954-6820.1986.tb08956.x.","Grimby G","Acta Med Scand Suppl","1986","1986/01/01","","","10.1111/j.0954-6820.1986.tb08956.x"
"3633121","Value of resistance training for the reduction of sports injuries","Fleck SJ, Falkel JE.","Sports Med. 1986 Jan-Feb;3(1):61-8. doi: 10.2165/00007256-198603010-00006.","Fleck SJ","Sports Med","1986","1986/01/01","","","10.2165/00007256-198603010-00006"
"3698982","Sympathetic response to maximal bicycle exercise before and after leg strength training","Péronnet F, Thibault G, Perrault H, Cousineau D.","Eur J Appl Physiol Occup Physiol. 1986;55(1):1-4. doi: 10.1007/BF00422883.","Péronnet F","Eur J Appl Physiol Occup Physiol","1986","1986/01/01","","","10.1007/BF00422883"
"3699000","Training-induced changes in neuromuscular performance under voluntary and reflex conditions","Häkkinen K, Komi PV.","Eur J Appl Physiol Occup Physiol. 1986;55(2):147-55. doi: 10.1007/BF00714997.","Häkkinen K","Eur J Appl Physiol Occup Physiol","1986","1986/01/01","","","10.1007/BF00714997"
"3717600","[Effect of intensive, strength-building exercise training on the fine structure of human skeletal muscle capillaries]","Brzank KD, Pieper KS.","Anat Anz. 1986;161(3):243-8.","Brzank KD","Anat Anz","1986","1986/01/01","","",""
"3726285","Effect of respiratory muscle training in patients with neuromuscular diseases and in normals","Estrup C, Lyager S, Noeraa N, Olsen C.","Respiration. 1986;50(1):36-43. doi: 10.1159/000194904.","Estrup C","Respiration","1986","1986/01/01","","","10.1159/000194904"
"3780701","Effects of fatigue and recovery on electromyographic and isometric force- and relaxation-time characteristics of human skeletal muscle","Häkkinen K, Komi PV.","Eur J Appl Physiol Occup Physiol. 1986;55(6):588-96. doi: 10.1007/BF00423202.","Häkkinen K","Eur J Appl Physiol Occup Physiol","1986","1986/01/01","","","10.1007/BF00423202"
"3944036","Combined effects of hypertension and conditioning on coronary vascular reserve in rats","Buttrick PM, Schaible TF, Scheuer J.","J Appl Physiol (1985). 1986 Jan;60(1):275-9. doi: 10.1152/jappl.1986.60.1.275.","Buttrick PM","J Appl Physiol (1985)","1986","1986/01/01","","","10.1152/jappl.1986.60.1.275"
"3944049","Effects of detraining on cardiovascular responses to exercise: role of blood volume","Coyle EF, Hemmert MK, Coggan AR.","J Appl Physiol (1985). 1986 Jan;60(1):95-9. doi: 10.1152/jappl.1986.60.1.95.","Coyle EF","J Appl Physiol (1985)","1986","1986/01/01","","","10.1152/jappl.1986.60.1.95"
"18802225","The Effect of Electrical Stimulation and lsokinetic Exercise on Muscular Power of the Quadriceps Femoris","Nobbs LA, Rhodes EC.","J Orthop Sports Phys Ther. 1986;8(5):260-8. doi: 10.2519/jospt.1986.8.5.260.","Nobbs LA","J Orthop Sports Phys Ther","1986","1986/01/01","","","10.2519/jospt.1986.8.5.260"
"2936955","Effect of exercise on the motor unit","Edström L, Grimby L.","Muscle Nerve. 1986 Feb;9(2):104-26. doi: 10.1002/mus.880090203.","Edström L","Muscle Nerve","1986","1986/02/01","","","10.1002/mus.880090203"
"3943285","Muscle adaptations and glucose control after physical training in insulin-dependent diabetes mellitus","Mandroukas K, Krotkiewski M, Holm G, Strömblad G, Grimby G, Lithell H, Wroblewski Z, Björntrop P.","Clin Physiol. 1986 Feb;6(1):39-52. doi: 10.1111/j.1475-097x.1986.tb00141.x.","Mandroukas K","Clin Physiol","1986","1986/02/01","","","10.1111/j.1475-097x.1986.tb00141.x"
"3956111","Activation of human muscle pyruvate dehydrogenase with activity and immobilization","Ward GR, MacDougall JD, Sutton JR, Toews CJ, Jones NL.","Clin Sci (Lond). 1986 Feb;70(2):207-10. doi: 10.1042/cs0700207.","Ward GR","Clin Sci (Lond)","1986","1986/02/01","","","10.1042/cs0700207"
"2423211","Capillary and pre-capillary coronary vascular growth during left ventricular hypertrophy","Tomanek RJ.","Can J Cardiol. 1986 Mar-Apr;2(2):114-9.","Tomanek RJ","Can J Cardiol","1986","1986/03/01","","",""
"3698157","Physiological profiles of the Canadian Olympic Soccer Team","Rhodes EC, Mosher RE, McKenzie DC, Franks IM, Potts JE, Wenger HA.","Can J Appl Sport Sci. 1986 Mar;11(1):31-6.","Rhodes EC","Can J Appl Sport Sci","1986","1986/03/01","","",""
"3961457","[Effect of physical exercise on adaptation to energy expenditure in multiple sclerosis]","Olgiati R, di Prampero PE.","Schweiz Med Wochenschr. 1986 Mar 22;116(12):374-7.","Olgiati R","Schweiz Med Wochenschr","1986","1986/03/22","","",""
"2939050","Exercise-induced cardiac hypertrophy: a correlation of blood flow and microvasculature","Breisch EA, White FC, Nimmo LE, McKirnan MD, Bloor CM.","J Appl Physiol (1985). 1986 Apr;60(4):1259-67. doi: 10.1152/jappl.1986.60.4.1259.","Breisch EA","J Appl Physiol (1985)","1986","1986/04/01","","","10.1152/jappl.1986.60.4.1259"
"3525853","The child and exercise: an overview","Borms J.","J Sports Sci. 1986 Spring;4(1):3-20. doi: 10.1080/02640418608732093.","Borms J","J Sports Sci","1986","1986/01/01","","","10.1080/02640418608732093"
"3704390","Maximal static pressures and lung volumes in young female swimmers","Zinman R, Gaultier C.","Respir Physiol. 1986 May;64(2):229-39. doi: 10.1016/0034-5687(86)90044-7.","Zinman R","Respir Physiol","1986","1986/05/01","","","10.1016/0034-5687(86)90044-7"
"2942305","Physical conditioning effects on cardiac dimensions: a review of echocardiographic studies","Wolfe LA, Cunningham DA, Boughner DR.","Can J Appl Sport Sci. 1986 Jun;11(2):66-79.","Wolfe LA","Can J Appl Sport Sci","1986","1986/06/01","","",""
"2942497","Structural changes in skeletal muscle tissue with heavy-resistance exercise","Lüthi JM, Howald H, Claassen H, Rösler K, Vock P, Hoppeler H.","Int J Sports Med. 1986 Jun;7(3):123-7. doi: 10.1055/s-2008-1025748.","Lüthi JM","Int J Sports Med","1986","1986/06/01","","","10.1055/s-2008-1025748"
"3721075","Respiratory muscle training in Duchenne muscular dystrophy","Martin AJ, Stern L, Yeates J, Lepp D, Little J.","Dev Med Child Neurol. 1986 Jun;28(3):314-8. doi: 10.1111/j.1469-8749.1986.tb03879.x.","Martin AJ","Dev Med Child Neurol","1986","1986/06/01","","","10.1111/j.1469-8749.1986.tb03879.x"
"3731372","A physiological profile of elite Canadian freestyle wrestlers","Sharratt MT, Taylor AW, Song TM.","Can J Appl Sport Sci. 1986 Jun;11(2):100-5.","Sharratt MT","Can J Appl Sport Sci","1986","1986/06/01","","",""
"2941166","Physical training programs for public safety personnel","Moulson-Litchfield M, Freedson PS.","Clin Sports Med. 1986 Jul;5(3):571-87.","Moulson-Litchfield M","Clin Sports Med","1986","1986/07/01","","",""
"2946286","Hemodynamics and left ventricular function: a comparison between adult racing greyhounds and greyhounds completely untrained from birth","Pape LA, Price JM, Alpert JS, Rippe JM.","Basic Res Cardiol. 1986 Jul-Aug;81(4):417-24. doi: 10.1007/BF01907462.","Pape LA","Basic Res Cardiol","1986","1986/07/01","","","10.1007/BF01907462"
"3740241","Cycling program effects on one rheumatoid arthritic","Karper WB, Evans BW.","Am J Phys Med. 1986 Aug;65(4):167-72.","Karper WB","Am J Phys Med","1986","1986/08/01","","",""
"3767785","The anatomical and physiological characteristics of pre-adolescent males and females","Blanksby BA, Bloomfield J, Elliot BC, Ackland TR, Morton AR.","Aust Paediatr J. 1986 Aug;22(3):177-80. doi: 10.1111/j.1440-1754.1986.tb00218.x.","Blanksby BA","Aust Paediatr J","1986","1986/08/01","","","10.1111/j.1440-1754.1986.tb00218.x"
"3529284","Physiological differences between genders. Implications for sports conditioning","Lewis DA, Kamon E, Hodgson JL.","Sports Med. 1986 Sep-Oct;3(5):357-69. doi: 10.2165/00007256-198603050-00005.","Lewis DA","Sports Med","1986","1986/09/01","","","10.2165/00007256-198603050-00005"
"3469962","The effect of inspiratory resistive training on exercise capacity in optimally treated patients with severe chronic airflow limitation","McKeon JL, Turner J, Kelly C, Dent A, Zimmerman PV.","Aust N Z J Med. 1986 Oct;16(5):648-52. doi: 10.1111/j.1445-5994.1986.tb00005.x.","McKeon JL","Aust N Z J Med","1986","1986/10/01","","","10.1111/j.1445-5994.1986.tb00005.x"
"3773668","Hydraulic resistance exercise benefits cardiovascular fitness of spinal cord injured","Cooney MM, Walker JB.","Med Sci Sports Exerc. 1986 Oct;18(5):522-5.","Cooney MM","Med Sci Sports Exerc","1986","1986/10/01","","",""
"3811366","[Sports fitness in pulmonary hypertension]","Mocellin R.","Wien Klin Wochenschr. 1986 Nov 7;98(21):735-9.","Mocellin R","Wien Klin Wochenschr","1986","1986/11/07","","",""
"3560619","[Efficacy of physical training and types of hemodynamics of essential hypertension patients and healthy subjects]","Gavalova RF, Lapkina GP, Tikhonova AIa, Perova GG, Strel'tsova GP.","Kardiologiia. 1986 Dec;26(12):89-93.","Gavalova RF","Kardiologiia","1986","1986/12/01","","",""
"3607096","The effects of EMG biofeedback on strength acquisition","Croce RV.","Biofeedback Self Regul. 1986 Dec;11(4):299-310. doi: 10.1007/BF01000166.","Croce RV","Biofeedback Self Regul","1986","1986/12/01","","","10.1007/BF01000166"
"3104034","Cardiac effects of short term arm crank training in paraplegics: echocardiographic evidence","Davis GM, Shephard RJ, Leenen FH.","Eur J Appl Physiol Occup Physiol. 1987;56(1):90-6. doi: 10.1007/BF00696382.","Davis GM","Eur J Appl Physiol Occup Physiol","1987","1987/01/01","","","10.1007/BF00696382"
"3297731","Influence of exercise and training on motor unit activation","Sale DG.","Exerc Sport Sci Rev. 1987;15:95-151.","Sale DG","Exerc Sport Sci Rev","1987","1987/01/01","","",""
"3549672","Adipocyte insulin resistance: effects of aging, obesity, exercise, and food restriction","Craig BW, Garthwaite SM, Holloszy JO.","J Appl Physiol (1985). 1987 Jan;62(1):95-100. doi: 10.1152/jappl.1987.62.1.95.","Craig BW","J Appl Physiol (1985)","1987","1987/01/01","","","10.1152/jappl.1987.62.1.95"
"3553037","Physical work capacity in chronic renal disease","Kettner-Melsheimer A, Weiss M, Huber W.","Int J Artif Organs. 1987 Jan;10(1):23-30.","Kettner-Melsheimer A","Int J Artif Organs","1987","1987/01/01","","",""
"3557758","The biomechanical and metabolic effects of a running regime on the Achilles tendon in the rat","Sommer HM.","Int Orthop. 1987;11(1):71-5. doi: 10.1007/BF00266061.","Sommer HM","Int Orthop","1987","1987/01/01","","","10.1007/BF00266061"
"3558196","Effects of swim training on lung volumes and inspiratory muscle conditioning","Clanton TL, Dixon GF, Drake J, Gadek JE.","J Appl Physiol (1985). 1987 Jan;62(1):39-46. doi: 10.1152/jappl.1987.62.1.39.","Clanton TL","J Appl Physiol (1985)","1987","1987/01/01","","","10.1152/jappl.1987.62.1.39"
"3569217","Changes in fitness and shipboard task performance following circuit weight training programs featuring continuous or interval running","Marcinik EJ, Hodgdon JA, Englund CE, O'Brien JJ.","Eur J Appl Physiol Occup Physiol. 1987;56(2):132-7. doi: 10.1007/BF00640635.","Marcinik EJ","Eur J Appl Physiol Occup Physiol","1987","1987/01/01","","","10.1007/BF00640635"
"3576139","The effect of water exercise therapy given to patients with rheumatoid arthritis","Danneskiold-Samsøe B, Lyngberg K, Risum T, Telling M.","Scand J Rehabil Med. 1987;19(1):31-5.","Danneskiold-Samsøe B","Scand J Rehabil Med","1987","1987/01/01","","",""
"3653089","Physical work capacity and effect of endurance training in visually handicapped boys and young male adults","Shindo M, Kumagai S, Tanaka H.","Eur J Appl Physiol Occup Physiol. 1987;56(5):501-7. doi: 10.1007/BF00635361.","Shindo M","Eur J Appl Physiol Occup Physiol","1987","1987/01/01","","","10.1007/BF00635361"
"3678220","Effects of downhill or uphill training prior to a downhill run","Pierrynowski MR, Tüdus PM, Plyley MJ.","Eur J Appl Physiol Occup Physiol. 1987;56(6):668-72. doi: 10.1007/BF00424808.","Pierrynowski MR","Eur J Appl Physiol Occup Physiol","1987","1987/01/01","","","10.1007/BF00424808"
"18797021","Comparison of the effects of electrical stimulation and exercise on abdominal musculature","Alon G, McCombe SA, Koutsantonis S, Stumphauzer LJ, Burgwin KC, Parent MM, Bosworth RA.","J Orthop Sports Phys Ther. 1987;8(12):567-73. doi: 10.2519/jospt.1987.8.12.567.","Alon G","J Orthop Sports Phys Ther","1987","1987/01/01","","","10.2519/jospt.1987.8.12.567"
"3558219","Maximal vascular leg conductance in trained and untrained men","Snell PG, Martin WH, Buckey JC, Blomqvist CG.","J Appl Physiol (1985). 1987 Feb;62(2):606-10. doi: 10.1152/jappl.1987.62.2.606.","Snell PG","J Appl Physiol (1985)","1987","1987/02/01","","","10.1152/jappl.1987.62.2.606"
"3802436","Cardiovascular adaptations to intense swim training in sedentary middle-aged men and women","Martin WH 3rd, Montgomery J, Snell PG, Corbett JR, Sokolov JJ, Buckey JC, Maloney DA, Blomqvist CG.","Circulation. 1987 Feb;75(2):323-30. doi: 10.1161/01.cir.75.2.323.","Martin WH 3rd","Circulation","1987","1987/02/01","","","10.1161/01.cir.75.2.323"
"2952629","Adaptation of the left ventricle to exercise-induced hypertrophy","White FC, McKirnan MD, Breisch EA, Guth BD, Liu YM, Bloor CM.","J Appl Physiol (1985). 1987 Mar;62(3):1097-110. doi: 10.1152/jappl.1987.62.3.1097.","White FC","J Appl Physiol (1985)","1987","1987/03/01","","","10.1152/jappl.1987.62.3.1097"
"2953691","Enzymatic adaptations consequent to long-term strength training","Tesch PA, Komi PV, Häkkinen K.","Int J Sports Med. 1987 Mar;8 Suppl 1:66-9. doi: 10.1055/s-2008-1025706.","Tesch PA","Int J Sports Med","1987","1987/03/01","","","10.1055/s-2008-1025706"
"3580729","Weight training and strength, cardiorespiratory functioning and body composition of men","Reid CM, Yeater RA, Ullrich IH.","Br J Sports Med. 1987 Mar;21(1):40-4. doi: 10.1136/bjsm.21.1.40.","Reid CM","Br J Sports Med","1987","1987/03/01","PMC1478605","","10.1136/bjsm.21.1.40"
"3586483","[Use of physical training in the rehabilitation of patients with post-infarct heart failure]","Lipchenko AA, Fomin IuL.","Kardiologiia. 1987 Mar;27(3):48-52.","Lipchenko AA","Kardiologiia","1987","1987/03/01","","",""
"3594312","Non-surgical management of overuse knee injuries in runners","Taunton JE, Clement DB, Smart GW, McNicol KL.","Can J Sport Sci. 1987 Mar;12(1):11-8.","Taunton JE","Can J Sport Sci","1987","1987/03/01","","",""
"3594315","The relationship between anaerobic power and isokinetic torque outputs","Smith DJ.","Can J Sport Sci. 1987 Mar;12(1):3-5.","Smith DJ","Can J Sport Sci","1987","1987/03/01","","",""
"3574049","Human rights and the older worker: changes in work capacity with age","Shephard RJ.","Med Sci Sports Exerc. 1987 Apr;19(2):168-73.","Shephard RJ","Med Sci Sports Exerc","1987","1987/04/01","","",""
"3597244","Training effects on regional blood flow response to maximal exercise in foxhounds","Musch TI, Haidet GC, Ordway GA, Longhurst JC, Mitchell JH.","J Appl Physiol (1985). 1987 Apr;62(4):1724-32. doi: 10.1152/jappl.1987.62.4.1724.","Musch TI","J Appl Physiol (1985)","1987","1987/04/01","","","10.1152/jappl.1987.62.4.1724"
